distance_km,hour,day_of_week,area_type,historical_speed,eta_minutes
17.71,18,Saturday,residential,36.51,43.66
20.78,1,Monday,residential,26.98,46.21
20.79,15,Wednesday,commercial,23.09,64.83
16.37,14,Monday,residential,17.06,57.57
21.51,11,Tuesday,residential,22.13,58.32
18.05,12,Saturday,commercial,29.69,43.77
10.41,1,Friday,commercial,15.83,47.35
21.16,14,Thursday,residential,20.14,63.04
15.59,22,Sunday,commercial,28.61,39.23
1.33,0,Saturday,residential,27.5,2.9
10.15,13,Saturday,commercial,39.32,18.59
14.34,23,Friday,residential,28.91,29.76
22.78,2,Friday,commercial,30.76,53.32
5.18,10,Saturday,residential,31.08,15.0
11.52,0,Wednesday,residential,20.41,33.87
13.25,14,Saturday,commercial,18.08,52.77
23.91,8,Friday,residential,26.11,82.42
11.72,14,Thursday,residential,24.7,28.47
14.85,22,Saturday,commercial,20.54,52.05
3.56,13,Tuesday,commercial,15.94,16.08
6.25,1,Monday,commercial,39.63,11.36
13.84,12,Monday,residential,31.54,26.33
9.8,6,Wednesday,commercial,16.98,41.55
12.81,9,Monday,residential,29.75,38.75
6.44,10,Monday,commercial,27.48,23.9
20.15,22,Monday,residential,15.57,77.65
14.86,18,Monday,residential,30.39,44.01
12.45,4,Friday,commercial,25.29,35.44
14.52,17,Monday,commercial,30.72,48.21
24.78,8,Monday,commercial,15.94,158.57
13.22,15,Tuesday,residential,20.6,38.5
19.23,2,Friday,commercial,34.85,39.73
15.34,1,Tuesday,commercial,37.71,29.29
1.29,0,Monday,residential,19.21,4.03
13.09,2,Thursday,commercial,26.22,35.95
18.87,14,Friday,commercial,36.99,36.73
13.55,1,Monday,commercial,23.56,41.41
21.64,3,Sunday,residential,15.52,83.66
21.4,5,Wednesday,residential,21.48,59.78
13.97,6,Monday,residential,32.0,26.19
5.11,18,Thursday,residential,19.83,23.19
2.01,8,Thursday,commercial,21.6,9.49
14.07,5,Sunday,commercial,15.76,64.28
9.72,20,Wednesday,residential,38.4,15.19
18.92,16,Saturday,residential,21.85,51.95
10.04,5,Saturday,residential,22.11,27.25
24.88,5,Sunday,residential,34.36,43.45
6.31,14,Friday,commercial,23.0,19.75
10.74,3,Tuesday,commercial,16.86,45.86
7.19,21,Sunday,residential,38.49,11.21
10.56,21,Monday,residential,39.37,16.09
24.95,19,Wednesday,residential,28.56,78.62
20.42,13,Tuesday,residential,21.08,58.12
23.41,20,Wednesday,residential,29.77,47.18
21.66,12,Saturday,residential,22.84,56.9
22.68,16,Saturday,residential,25.9,52.54
24.45,0,Wednesday,residential,38.94,37.67
6.82,8,Saturday,residential,18.33,33.49
2.46,5,Wednesday,residential,38.65,3.82
6.11,16,Friday,commercial,26.43,16.64
14.1,23,Monday,commercial,33.27,30.51
5.88,13,Saturday,commercial,30.77,13.76
24.17,12,Monday,commercial,18.37,94.73
19.86,22,Wednesday,residential,19.16,62.19
19.89,12,Thursday,commercial,20.56,69.65
21.09,15,Sunday,commercial,20.87,72.76
3.73,18,Sunday,residential,27.42,12.24
12.03,2,Sunday,residential,23.93,30.16
9.26,10,Sunday,residential,32.07,25.99
10.12,18,Sunday,residential,23.02,39.57
16.79,7,Saturday,residential,38.9,25.9
14.46,19,Monday,residential,21.73,59.89
15.45,16,Saturday,commercial,21.56,51.6
23.45,19,Saturday,commercial,22.45,106.54
12.25,11,Monday,residential,19.28,38.12
22.22,12,Saturday,commercial,15.4,103.89
3.33,18,Tuesday,residential,28.59,10.48
13.49,8,Wednesday,residential,31.01,39.15
12.95,21,Saturday,commercial,20.62,45.22
16.85,13,Monday,commercial,23.47,51.69
15.29,17,Tuesday,commercial,24.17,64.53
18.91,13,Sunday,residential,30.13,37.66
18.64,4,Monday,residential,35.99,31.08
24.97,14,Wednesday,commercial,39.21,45.85
3.1,15,Wednesday,residential,23.09,8.06
21.35,7,Monday,residential,30.22,42.39
22.12,17,Monday,residential,33.37,59.66
4.99,18,Sunday,residential,33.05,13.59
5.09,11,Tuesday,commercial,25.81,14.2
18.41,7,Wednesday,commercial,37.4,35.44
16.58,0,Wednesday,commercial,39.34,30.34
10.8,15,Wednesday,residential,28.58,22.67
1.34,8,Thursday,residential,26.27,4.59
10.84,12,Saturday,residential,28.55,22.78
23.75,14,Monday,commercial,34.97,48.9
2.17,2,Saturday,commercial,32.63,4.79
18.95,19,Monday,commercial,18.99,101.79
23.05,23,Saturday,commercial,23.23,71.44
15.31,7,Sunday,commercial,20.42,53.98
9.29,10,Friday,commercial,38.86,24.38
7.11,8,Friday,residential,25.47,25.12
9.85,11,Sunday,residential,16.05,36.82
17.9,20,Wednesday,residential,24.12,44.53
3.17,0,Tuesday,residential,21.13,9.0
9.19,13,Saturday,residential,39.03,14.13
13.63,18,Thursday,residential,33.75,36.35
18.15,13,Friday,commercial,39.41,33.16
5.79,9,Tuesday,commercial,17.06,34.62
10.38,20,Wednesday,residential,35.81,17.39
12.87,0,Tuesday,residential,38.59,20.01
9.69,19,Saturday,residential,16.16,53.97
5.84,20,Wednesday,residential,34.48,10.16
8.28,16,Thursday,commercial,32.71,18.23
22.46,21,Wednesday,residential,31.65,42.58
4.39,18,Thursday,commercial,32.38,13.83
7.38,1,Wednesday,commercial,20.56,25.84
15.88,18,Thursday,residential,35.1,40.72
22.91,19,Monday,commercial,27.59,84.7
5.35,20,Tuesday,commercial,29.27,13.16
5.89,2,Saturday,commercial,22.77,18.62
16.35,5,Sunday,commercial,16.02,73.48
8.7,11,Tuesday,residential,37.33,13.98
23.35,8,Saturday,commercial,23.38,101.87
16.52,20,Tuesday,residential,15.33,64.66
13.57,1,Saturday,residential,35.64,22.85
22.35,8,Wednesday,commercial,33.29,68.48
5.8,14,Thursday,residential,35.09,9.92
11.49,17,Thursday,residential,25.88,39.96
2.41,22,Tuesday,commercial,34.66,5.01
13.31,19,Sunday,commercial,23.42,57.97
7.04,0,Sunday,commercial,39.38,12.87
22.09,7,Saturday,residential,19.42,68.25
23.47,8,Wednesday,residential,27.53,76.73
11.7,6,Sunday,residential,23.39,30.01
13.83,4,Monday,commercial,31.64,31.47
13.32,19,Thursday,residential,25.33,47.33
18.61,18,Wednesday,commercial,16.68,113.8
8.73,7,Monday,commercial,15.93,39.46
9.26,2,Tuesday,commercial,31.71,21.03
6.21,23,Sunday,residential,22.32,16.69
12.72,16,Saturday,commercial,19.78,46.3
15.87,19,Monday,residential,36.59,39.04
20.79,19,Thursday,commercial,16.13,131.47
10.96,4,Monday,residential,18.36,35.82
20.98,19,Wednesday,residential,34.88,54.13
15.61,16,Wednesday,residential,26.69,35.09
24.1,16,Tuesday,commercial,20.03,86.63
6.22,20,Wednesday,residential,27.36,13.64
3.59,6,Monday,commercial,35.88,7.2
10.22,0,Thursday,residential,23.9,25.66
12.76,11,Friday,commercial,38.9,23.62
4.81,16,Sunday,commercial,27.87,12.43
12.11,18,Friday,commercial,33.11,37.31
23.32,9,Sunday,commercial,32.26,73.73
24.05,22,Thursday,commercial,26.08,66.4
12.28,21,Thursday,residential,15.79,46.66
4.59,1,Thursday,commercial,21.57,15.32
2.61,13,Wednesday,commercial,31.58,5.95
13.45,6,Wednesday,residential,22.49,35.88
9.52,20,Sunday,residential,26.48,21.57
22.29,20,Sunday,residential,16.09,83.12
6.34,16,Saturday,residential,16.98,22.4
8.45,5,Wednesday,commercial,31.67,19.21
2.8,3,Saturday,commercial,37.06,5.44
2.93,12,Wednesday,commercial,36.58,5.77
5.05,17,Saturday,commercial,17.36,29.67
3.53,0,Friday,residential,30.77,6.88
23.5,0,Friday,commercial,24.41,69.32
16.5,16,Saturday,residential,28.3,34.98
16.5,4,Thursday,residential,25.27,39.18
20.73,2,Tuesday,residential,36.44,34.13
7.58,4,Saturday,residential,25.2,18.05
12.55,20,Monday,commercial,22.17,40.76
13.75,15,Tuesday,commercial,20.58,48.1
17.79,7,Tuesday,residential,30.02,35.56
7.88,4,Saturday,residential,36.93,12.8
5.05,3,Tuesday,residential,17.66,17.16
18.32,9,Tuesday,residential,21.29,77.44
13.95,21,Friday,residential,16.01,52.28
19.93,7,Friday,residential,35.31,33.87
24.18,19,Sunday,commercial,34.39,71.72
13.71,8,Thursday,residential,20.75,59.47
18.76,21,Friday,commercial,35.61,37.93
2.98,5,Thursday,residential,17.0,10.52
7.63,4,Sunday,commercial,15.86,34.64
14.56,11,Tuesday,residential,16.48,53.01
14.23,18,Saturday,residential,26.42,48.47
11.86,12,Monday,commercial,31.67,26.96
10.04,16,Sunday,commercial,17.31,41.76
9.64,2,Tuesday,residential,29.25,19.77
16.17,2,Friday,commercial,36.08,32.27
2.54,15,Saturday,commercial,24.01,7.62
11.7,20,Wednesday,commercial,29.83,28.24
8.27,0,Tuesday,commercial,37.64,15.82
4.64,21,Monday,commercial,24.87,13.43
13.14,13,Wednesday,residential,27.21,28.97
7.82,19,Wednesday,commercial,32.3,24.69
14.35,15,Saturday,commercial,36.3,28.46
18.66,8,Wednesday,residential,27.63,60.78
8.86,17,Friday,commercial,36.57,24.71
16.54,11,Monday,commercial,32.54,36.6
16.45,2,Thursday,residential,21.1,46.78
8.18,10,Wednesday,residential,29.23,25.19
5.2,6,Saturday,residential,37.25,8.38
11.57,1,Sunday,residential,24.27,28.6
7.29,13,Friday,residential,20.78,21.05
9.99,17,Wednesday,residential,27.84,32.3
17.98,22,Sunday,residential,34.61,31.17
14.71,6,Friday,residential,17.58,50.2
15.67,21,Saturday,commercial,24.72,45.64
8.04,22,Thursday,residential,20.22,23.86
23.48,14,Sunday,commercial,32.23,52.45
20.69,18,Sunday,residential,35.4,52.6
5.38,3,Sunday,commercial,30.45,12.72
15.4,11,Saturday,residential,18.85,49.02
3.88,22,Tuesday,commercial,25.28,11.05
10.6,10,Sunday,commercial,31.4,34.43
4.14,1,Thursday,residential,35.61,6.98
2.26,12,Tuesday,commercial,38.66,4.21
11.01,6,Friday,commercial,37.11,21.36
1.14,19,Friday,residential,36.53,2.81
8.44,0,Saturday,commercial,37.92,16.03
7.35,23,Sunday,commercial,35.61,14.86
17.44,22,Wednesday,commercial,31.27,40.16
9.53,1,Saturday,residential,28.15,20.31
3.43,10,Monday,residential,29.94,10.31
18.62,15,Monday,commercial,38.03,35.25
6.35,13,Friday,commercial,31.07,14.72
9.36,13,Sunday,commercial,29.37,22.95
15.96,23,Saturday,residential,27.01,35.45
5.22,11,Sunday,residential,15.18,20.63
24.71,15,Sunday,residential,21.71,68.29
19.65,21,Monday,residential,39.43,29.9
21.43,19,Sunday,commercial,16.0,136.62
12.02,16,Monday,residential,31.12,23.17
17.33,23,Monday,residential,26.19,39.7
4.24,2,Thursday,commercial,30.71,9.94
9.47,5,Friday,commercial,27.98,24.37
4.57,20,Tuesday,commercial,21.45,15.34
6.45,5,Thursday,residential,33.85,11.43
18.82,17,Thursday,residential,17.88,94.73
11.46,15,Wednesday,residential,21.2,32.43
4.01,0,Friday,commercial,23.85,12.11
1.72,19,Thursday,residential,20.98,7.38
14.51,0,Saturday,commercial,24.22,43.13
9.48,8,Monday,commercial,35.01,27.62
13.49,20,Monday,residential,25.38,31.89
11.0,12,Friday,residential,34.12,19.34
14.63,16,Wednesday,residential,20.93,41.94
9.55,14,Monday,residential,18.25,31.4
19.81,10,Friday,residential,28.95,61.59
2.58,10,Friday,commercial,36.25,7.26
13.03,0,Monday,commercial,33.0,28.43
20.29,10,Thursday,residential,24.15,75.61
20.4,13,Wednesday,commercial,26.37,55.7
20.46,20,Tuesday,commercial,22.28,66.12
22.06,21,Friday,commercial,16.28,97.56
20.79,0,Sunday,commercial,28.36,52.78
10.04,18,Saturday,commercial,37.08,27.62
15.72,4,Thursday,commercial,19.72,57.4
22.45,21,Friday,residential,37.94,35.5
6.73,23,Tuesday,residential,32.8,12.31
11.42,2,Saturday,commercial,15.22,54.02
23.57,1,Thursday,commercial,37.73,44.98
10.22,12,Monday,residential,22.27,27.53
16.55,20,Monday,residential,28.71,34.59
8.65,18,Thursday,commercial,31.07,28.4
18.11,10,Sunday,commercial,16.35,112.98
2.17,16,Wednesday,commercial,39.92,3.91
16.07,4,Monday,commercial,21.56,53.67
20.52,13,Monday,residential,21.59,57.03
10.92,8,Friday,commercial,18.96,58.75
21.14,18,Thursday,commercial,24.09,89.51
24.79,21,Sunday,residential,27.92,53.27
17.62,1,Tuesday,residential,23.13,45.71
3.89,2,Wednesday,commercial,31.13,9.0
13.34,6,Thursday,commercial,20.74,46.31
21.58,13,Wednesday,residential,23.71,54.61
22.76,21,Saturday,residential,16.43,83.12
20.43,17,Monday,commercial,38.72,53.82
3.6,13,Friday,residential,37.06,5.83
14.0,12,Monday,commercial,16.08,62.69
23.94,17,Wednesday,commercial,25.68,95.09
22.76,22,Thursday,commercial,28.33,57.84
3.03,0,Monday,residential,30.4,5.98
7.81,6,Sunday,residential,33.98,13.79
22.34,20,Monday,commercial,21.7,74.12
8.02,1,Tuesday,commercial,32.29,17.88
23.33,14,Monday,commercial,28.25,59.46
22.77,21,Saturday,commercial,31.67,51.77
16.09,7,Monday,commercial,39.82,29.09
9.1,16,Friday,commercial,22.1,29.65
2.09,12,Monday,residential,28.03,4.47
19.75,4,Wednesday,commercial,24.89,57.13
23.86,6,Wednesday,residential,23.13,61.89
13.94,2,Monday,commercial,18.01,55.73
15.2,7,Sunday,commercial,27.51,39.78
4.53,13,Wednesday,commercial,27.41,11.9
23.83,10,Thursday,residential,25.82,83.06
12.76,5,Thursday,commercial,39.85,23.05
9.71,13,Saturday,commercial,38.79,18.02
1.01,3,Tuesday,residential,38.09,1.59
9.13,8,Saturday,commercial,37.73,24.68
3.43,23,Friday,residential,37.18,5.54
16.73,4,Monday,commercial,27.49,43.82
9.94,10,Sunday,commercial,24.39,41.57
13.0,0,Wednesday,commercial,32.76,28.57
8.2,4,Sunday,residential,21.27,23.13
7.22,2,Thursday,residential,25.7,16.86
5.7,8,Tuesday,residential,21.22,24.18
9.1,12,Sunday,commercial,26.15,25.06
22.26,19,Tuesday,residential,22.1,90.65
8.01,7,Thursday,commercial,36.09,15.98
5.23,2,Saturday,commercial,21.75,17.31
18.37,7,Thursday,residential,19.18,57.47
19.59,7,Thursday,residential,26.56,44.25
11.99,12,Wednesday,residential,24.45,29.42
13.29,19,Saturday,commercial,39.19,34.59
12.62,14,Thursday,commercial,22.46,40.46
7.93,3,Saturday,commercial,18.77,30.42
9.83,22,Saturday,residential,31.39,18.79
13.12,20,Monday,residential,35.11,22.42
13.28,7,Sunday,residential,20.45,38.96
25.0,7,Tuesday,residential,29.29,51.21
23.36,8,Saturday,residential,23.99,87.64
19.55,11,Wednesday,commercial,24.98,56.35
24.6,3,Monday,residential,33.27,44.36
9.98,20,Saturday,commercial,20.98,34.25
18.65,7,Saturday,residential,21.02,53.24
14.39,3,Thursday,commercial,23.38,44.31
22.35,13,Monday,commercial,15.25,105.52
9.74,9,Sunday,commercial,15.51,64.05
13.8,1,Thursday,residential,27.69,29.9
16.64,17,Sunday,residential,34.31,43.65
19.45,20,Monday,commercial,24.03,58.28
22.74,21,Sunday,commercial,34.99,46.79
6.68,7,Saturday,residential,35.23,11.38
6.01,9,Sunday,residential,24.56,22.02
9.77,16,Tuesday,residential,15.85,36.98
12.29,17,Tuesday,residential,31.58,35.03
16.36,10,Sunday,commercial,26.34,63.35
14.19,7,Thursday,commercial,33.05,30.91
7.01,2,Saturday,residential,26.49,15.88
16.63,11,Saturday,commercial,19.21,62.33
8.57,4,Friday,residential,37.93,13.56
7.88,13,Tuesday,commercial,35.89,15.81
9.03,0,Thursday,residential,39.63,13.67
2.05,20,Friday,commercial,29.06,5.08
9.91,22,Monday,commercial,20.18,35.36
16.5,15,Sunday,commercial,36.32,32.71
23.86,10,Friday,residential,23.06,93.12
2.71,21,Monday,residential,39.57,4.11
4.38,12,Friday,residential,15.6,16.85
1.27,2,Monday,residential,30.56,2.49
5.85,12,Sunday,commercial,38.78,10.86
14.67,13,Sunday,commercial,27.86,37.91
8.86,11,Friday,commercial,33.27,19.17
20.42,2,Wednesday,commercial,22.48,65.4
5.92,4,Sunday,residential,29.81,11.92
1.0,0,Monday,commercial,38.69,1.86
5.76,0,Saturday,residential,23.08,14.97
10.5,18,Thursday,commercial,35.84,29.88
21.97,15,Sunday,commercial,18.09,87.44
22.18,16,Thursday,residential,18.18,73.2
13.02,22,Sunday,residential,18.52,42.18
15.28,5,Tuesday,residential,33.76,27.16
2.28,21,Thursday,commercial,34.44,4.77
6.06,17,Saturday,commercial,15.45,40.01
20.92,20,Monday,residential,25.99,48.3
9.27,1,Wednesday,residential,39.77,13.99
17.62,10,Saturday,commercial,29.38,61.17
11.71,11,Sunday,residential,16.46,42.69
14.83,3,Tuesday,commercial,38.93,27.43
13.47,3,Monday,residential,26.84,30.11
21.74,14,Sunday,residential,27.25,47.87
2.15,11,Sunday,residential,36.73,3.51
24.7,16,Saturday,commercial,28.75,61.86
20.47,7,Thursday,commercial,28.13,52.39
21.04,18,Wednesday,residential,38.65,48.99
11.56,20,Monday,residential,33.98,20.41
5.62,6,Tuesday,residential,29.17,11.56
20.76,23,Friday,residential,30.75,40.51
1.84,1,Tuesday,commercial,38.02,3.48
23.99,13,Wednesday,residential,37.28,38.61
24.14,5,Sunday,commercial,18.86,92.16
17.37,16,Sunday,residential,32.12,32.45
8.88,3,Thursday,commercial,24.62,25.97
20.62,7,Wednesday,commercial,23.7,62.64
14.95,17,Tuesday,commercial,28.49,53.52
3.26,8,Monday,commercial,15.07,22.07
11.67,20,Tuesday,commercial,35.39,23.74
7.32,9,Thursday,residential,37.37,17.63
16.81,14,Friday,residential,29.99,33.63
12.83,23,Saturday,residential,35.85,21.47
2.58,21,Saturday,commercial,30.0,6.19
10.51,9,Tuesday,commercial,37.97,28.23
8.04,12,Tuesday,commercial,26.28,22.03
24.3,17,Saturday,residential,23.83,91.78
1.03,1,Thursday,commercial,19.77,3.75
17.96,14,Monday,commercial,16.76,77.16
5.48,16,Thursday,commercial,29.64,13.31
18.98,22,Thursday,residential,38.43,29.63
3.54,17,Wednesday,residential,19.58,16.27
4.73,7,Monday,commercial,37.94,8.98
1.88,2,Sunday,residential,32.52,3.47
23.05,10,Monday,residential,23.75,87.35
5.73,12,Sunday,residential,25.61,13.42
15.71,15,Saturday,commercial,35.26,32.08
19.99,16,Sunday,commercial,37.28,38.61
5.19,3,Sunday,residential,34.2,9.11
8.16,10,Tuesday,commercial,35.84,23.22
9.37,9,Wednesday,commercial,22.98,41.59
6.37,9,Saturday,commercial,27.28,23.82
16.2,4,Friday,residential,31.19,31.16
16.63,23,Friday,commercial,19.03,62.92
13.38,21,Sunday,commercial,35.67,27.01
12.07,22,Tuesday,commercial,20.33,42.75
19.27,11,Thursday,commercial,32.71,42.42
12.42,22,Friday,residential,16.51,45.14
24.01,3,Wednesday,residential,36.18,39.82
19.52,11,Wednesday,residential,38.06,30.77
23.35,16,Monday,residential,24.0,58.38
6.47,5,Saturday,residential,36.76,10.56
11.27,2,Sunday,residential,37.11,18.22
5.03,17,Tuesday,commercial,17.35,29.57
17.81,17,Tuesday,commercial,19.7,92.21
10.26,1,Thursday,commercial,22.01,33.56
23.35,12,Tuesday,residential,29.73,47.12
21.23,18,Friday,commercial,19.19,112.84
5.72,7,Friday,commercial,21.04,19.57
16.33,16,Tuesday,commercial,15.69,74.94
1.2,0,Monday,residential,25.97,2.77
6.64,23,Saturday,commercial,23.73,20.15
8.7,23,Friday,commercial,18.13,34.55
5.38,5,Thursday,commercial,35.71,10.85
19.54,20,Tuesday,commercial,35.3,39.85
20.24,15,Saturday,commercial,34.47,42.28
9.59,14,Saturday,residential,37.15,15.49
2.89,14,Monday,residential,26.33,6.59
9.88,8,Saturday,commercial,32.44,31.07
18.72,6,Tuesday,residential,19.01,59.08
17.39,22,Wednesday,residential,27.16,38.42
14.11,8,Saturday,commercial,23.15,62.17
13.15,5,Monday,residential,28.34,27.84
9.77,13,Tuesday,residential,25.13,23.33
11.52,10,Wednesday,commercial,31.77,36.99
13.22,14,Friday,commercial,25.17,37.82
23.12,17,Wednesday,residential,31.98,65.07
21.66,13,Sunday,commercial,30.15,51.73
2.0,14,Thursday,residential,37.76,3.18
13.25,0,Wednesday,residential,21.14,37.61
3.54,23,Wednesday,residential,24.39,8.71
9.56,0,Saturday,residential,30.67,18.7
7.99,4,Wednesday,residential,26.42,18.15
3.56,22,Saturday,residential,23.82,8.97
16.23,9,Friday,commercial,27.96,59.21
13.22,14,Monday,commercial,34.26,27.78
8.2,8,Tuesday,residential,36.08,20.45
16.11,13,Wednesday,commercial,37.97,30.55
4.9,16,Wednesday,residential,23.26,12.64
14.38,19,Wednesday,commercial,37.65,38.96
2.85,0,Monday,commercial,38.51,5.33
6.8,10,Tuesday,commercial,28.68,24.18
6.44,10,Monday,residential,27.76,20.88
22.03,14,Friday,residential,38.12,34.67
16.78,11,Monday,residential,18.11,55.59
17.55,21,Saturday,commercial,35.24,35.86
13.92,8,Saturday,residential,34.39,36.43
4.37,12,Sunday,residential,25.22,10.4
23.23,16,Wednesday,residential,23.18,60.13
3.93,13,Thursday,commercial,29.98,9.44
3.52,9,Friday,residential,34.05,9.3
8.8,22,Sunday,residential,36.77,14.36
5.01,1,Thursday,residential,33.87,8.88
11.52,6,Monday,residential,35.04,19.73
22.6,0,Wednesday,residential,30.58,44.34
4.14,23,Saturday,commercial,19.64,15.18
14.55,9,Monday,residential,23.45,55.84
3.52,21,Thursday,commercial,15.38,16.48
19.97,7,Thursday,commercial,23.97,59.98
5.02,18,Sunday,commercial,38.38,13.34
5.89,3,Friday,commercial,25.17,16.85
21.1,0,Wednesday,commercial,19.43,78.19
22.25,13,Wednesday,commercial,18.26,87.73
3.29,9,Friday,residential,39.29,7.54
16.06,4,Tuesday,commercial,18.65,62.0
11.21,22,Monday,commercial,27.54,29.31
3.02,18,Wednesday,residential,26.46,10.27
12.95,11,Wednesday,commercial,25.34,36.8
6.21,6,Friday,residential,31.83,11.71
7.22,14,Thursday,commercial,37.4,13.9
14.15,6,Friday,residential,38.71,21.93
1.66,2,Thursday,commercial,32.23,3.71
12.09,21,Saturday,commercial,31.58,27.56
16.02,12,Thursday,commercial,21.94,52.57
3.49,14,Sunday,residential,36.94,5.67
16.0,11,Sunday,residential,33.23,28.89
13.35,22,Sunday,commercial,29.58,32.49
3.2,2,Friday,commercial,32.23,7.15
23.36,3,Friday,residential,21.21,66.08
7.06,23,Tuesday,residential,18.84,22.48
11.58,23,Monday,residential,30.9,22.49
6.14,7,Saturday,commercial,19.95,22.16
18.32,20,Sunday,residential,16.9,65.04
15.94,0,Thursday,commercial,26.44,43.41
2.03,2,Monday,commercial,37.74,3.87
15.99,3,Thursday,residential,22.36,42.91
20.97,16,Saturday,residential,30.86,40.77
24.4,1,Friday,residential,25.19,58.12
8.05,10,Monday,residential,22.04,32.87
14.38,0,Tuesday,commercial,23.6,43.87
6.04,22,Sunday,commercial,17.07,25.48
21.01,8,Friday,residential,31.62,59.8
19.27,21,Tuesday,commercial,39.94,34.74
17.51,18,Tuesday,commercial,30.25,59.04
10.29,14,Tuesday,commercial,23.14,32.02
1.54,13,Friday,residential,36.62,2.52
11.57,13,Thursday,residential,38.43,18.06
6.25,6,Thursday,commercial,39.41,11.42
18.38,16,Saturday,residential,17.51,62.98
22.79,13,Wednesday,commercial,17.58,93.34
14.26,12,Wednesday,residential,33.65,25.43
14.81,8,Friday,commercial,17.49,86.37
7.63,4,Thursday,residential,20.05,22.83
9.98,0,Friday,residential,22.61,26.48
22.23,18,Sunday,residential,31.32,63.88
3.72,3,Sunday,residential,25.78,8.66
7.22,14,Thursday,residential,34.22,12.66
2.91,0,Friday,residential,32.02,5.45
22.21,23,Sunday,residential,31.47,42.35
17.45,13,Sunday,commercial,31.78,39.53
23.93,20,Monday,commercial,18.43,93.49
24.56,0,Wednesday,residential,33.91,43.46
14.69,22,Saturday,residential,25.17,35.02
14.54,23,Saturday,residential,27.32,31.93
1.69,0,Saturday,commercial,38.46,3.16
8.24,12,Tuesday,residential,27.73,17.83
23.31,6,Monday,residential,29.01,48.21
8.77,22,Tuesday,commercial,25.34,24.92
24.06,6,Tuesday,commercial,25.9,66.88
15.31,22,Monday,residential,34.23,26.84
11.52,6,Sunday,residential,38.64,17.89
15.35,19,Wednesday,commercial,36.74,42.62
13.73,13,Monday,residential,26.57,31.0
3.2,20,Tuesday,commercial,15.14,15.22
21.61,21,Wednesday,commercial,22.92,67.88
23.68,22,Friday,residential,32.55,43.65
22.03,11,Monday,residential,16.3,81.09
7.58,5,Friday,residential,36.2,12.56
18.04,8,Thursday,commercial,29.6,62.16
9.02,2,Tuesday,residential,28.55,18.96
22.77,17,Wednesday,commercial,39.47,58.84
16.66,7,Friday,commercial,35.28,34.0
4.28,12,Thursday,commercial,34.56,8.92
22.88,18,Monday,residential,19.09,107.87
11.47,9,Wednesday,commercial,24.14,48.46
18.58,9,Wednesday,commercial,38.8,48.84
9.9,6,Friday,commercial,36.49,19.53
21.99,17,Tuesday,commercial,32.0,70.09
19.5,16,Sunday,residential,23.59,49.6
16.56,15,Tuesday,residential,23.87,41.63
19.2,5,Thursday,residential,39.3,29.31
21.69,6,Monday,commercial,15.06,103.7
6.98,1,Tuesday,commercial,18.23,27.57
9.39,9,Friday,residential,37.37,22.61
9.33,18,Saturday,residential,35.64,23.56
4.45,1,Sunday,residential,18.34,14.56
4.58,12,Wednesday,residential,24.85,11.06
3.79,11,Saturday,commercial,27.79,9.82
23.12,18,Thursday,commercial,18.31,128.8
3.13,9,Tuesday,residential,26.62,10.58
17.26,17,Wednesday,residential,19.43,79.95
8.23,23,Tuesday,commercial,35.32,16.78
6.68,10,Tuesday,commercial,29.66,22.97
15.06,3,Saturday,residential,20.46,44.16
12.63,9,Tuesday,commercial,29.83,43.19
18.42,23,Wednesday,residential,35.43,31.19
8.07,11,Wednesday,residential,17.84,27.14
6.35,21,Tuesday,residential,32.74,11.64
17.76,17,Wednesday,commercial,37.43,48.4
24.21,4,Friday,commercial,15.31,113.85
21.9,2,Sunday,commercial,31.29,50.39
22.1,10,Sunday,residential,22.15,89.8
24.59,12,Friday,residential,30.59,48.23
23.63,12,Saturday,commercial,20.86,81.56
1.18,2,Monday,residential,31.46,2.25
5.16,13,Tuesday,residential,17.64,17.55
14.24,18,Sunday,residential,30.45,42.09
9.22,17,Monday,residential,18.12,45.79
13.6,11,Wednesday,residential,16.82,48.51
13.75,0,Tuesday,commercial,16.96,58.37
8.79,7,Saturday,commercial,29.93,21.15
17.72,0,Wednesday,commercial,39.3,32.46
12.72,21,Thursday,commercial,38.55,23.76
19.76,6,Sunday,residential,38.39,30.88
18.55,5,Tuesday,commercial,19.65,67.97
2.62,1,Tuesday,residential,23.42,6.71
16.94,7,Tuesday,residential,33.53,30.31
11.29,8,Monday,residential,20.62,49.28
17.82,5,Wednesday,commercial,17.14,74.86
14.71,19,Saturday,commercial,38.22,39.26
5.11,14,Wednesday,residential,32.71,9.37
4.85,0,Monday,residential,27.09,10.74
11.94,9,Monday,commercial,16.87,72.19
3.55,18,Wednesday,residential,22.12,14.44
18.61,21,Tuesday,commercial,20.89,64.14
13.35,3,Wednesday,residential,29.85,26.83
10.19,10,Thursday,commercial,25.16,41.31
19.42,15,Thursday,commercial,19.7,70.98
10.21,11,Tuesday,residential,36.56,16.76
23.99,8,Wednesday,commercial,36.82,66.46
17.06,11,Friday,commercial,29.81,41.2
14.71,17,Friday,residential,32.88,40.26
2.72,17,Saturday,residential,30.47,8.03
18.98,14,Tuesday,commercial,32.38,42.2
3.06,9,Tuesday,residential,20.72,13.29
2.97,13,Friday,commercial,32.07,6.67
8.94,8,Thursday,residential,20.88,38.53
15.2,10,Sunday,commercial,33.73,45.97
16.06,9,Monday,commercial,30.33,54.01
